"program";"beneficient";"project_value";"cofinancing_value";"category";"many_administrative_units";"thumbnailImageUrl";"thumbnailImageUrl_wojewodztwo";"url";"outside_id";"powiat";"thumbnailImageUrl_program";"dzialanie";"fundusz";"perspektywa";"opisProjektu"
"Remont dachu XVI wiecznego Kościoła p.w. Trójcy Świętej w Żmigrodzie - III etap wraz z rozwojem i stworzeniem nowej oferty kulturalnej";"PARAFIA RZYMSKO-KATOLICKA P.W. TRÓJCY ŚWIĘTEJ W ŻMIGRODZIE";"736773.01";"168502.22";"kultura i sztuka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/753531/";"753531";"trzebnicki";"Regionalny Program Operacyjny Województwa Dolnośląskiego 2014-2020";"4.3. Dziedzictwo kulturowe";"Europejski Fundusz Rozwoju Regionalnego";"2014 - 2020";"<p>Celem zadania jest ochrona i zachowanie materialnego dziedzictwa kulturowego oraz zabezpieczenie zabytku. Planowane zadanie ma na celu przeprowadzenie prac ratunkowych na dachu zabytkowego kościoła z zabezpieczeniem konstrukcji więźby dachowej przed wpływem warunków atmosferycznych, czynnikami szkodliwymi (korozja biologiczna) oraz zabezpieczenie elementów drewnianych preparatami ogniochronnymi i wykonanie nowego pokrycia dachu.Realizacja zadania zapewni także bezpieczeństwo w otoczeniu kościoła oraz poprawi estetykę zabytku. Ze względu na duży zakres prac do przeprowadzenia, remont dachu kościoła podzielono na 3 etapy. Pierwszy etap to remont kopuły wieży Kościoła, który został wykonany w 2014 roku.Remont polegał na rozebraniu pokrycia dachowego z blachy miedzianej oraz elementów konstrukcji drewnianej. Następnie wykonano nowe elementy więźby dachowej, impregnacje, folie wstępnego krycia oraz nowe pokrycie kopuły wieży blachą miedzianą. Drugi etap został zrealizowany w 2015roku i obejmował remont dachu nad nawą główną i nawami bocznymi oraz daszków nad wejściami bocznymi. Trzeci etap kończący inwestycję i będący przedmiotem niniejszego wniosku polegać będzie na remoncie dachu nad prezbiterium, i bocznych dachów. Ponadto w ramach projektu zaplanowano: wykonanie utwardzenia placu przy Kościele i Plebanii Parafii p.w. Trójcy Świętej w Żmigrodzie na powierzchni ok 610 m2, wymianę nagłośnienia w Kościele p.w. Trójcy Świętej w Żmigrodzie, montaż systemu detekcji pożaru w Kościele p.w. Trójcy Świętej w Żmigrodzie, zakup info-kiosku oraz działania promocyjne. Parafia posiada niezbędne pozwolenia na realizację zadań oraz zabezpieczenie finansowe.W projekcie określono osiągnięcie wskaźników produktu takich jak: Liczba zabytków nieruchomych objętych wsparciem, Liczba obiektów dostosowanych do potrzeb osób z niepełno sprawnościami.</p>"
"Budowa Narodowego Forum Muzyki we Wrocławiu";"Gmina Wrocław";"328691855.82";"143740000.0";"kultura i sztuka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/716322/";"716322";"m. Wrocław";"Program Operacyjny Infrastruktura i Środowisko";"XI.2. Rozwój oraz poprawa stanu infrastruktury kultury o znaczeniu ponadregionalnym";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Przebudowa teatru muzycznego Capitol we Wrocławiu";"Gmina Wrocław";"113469820.49";"82975617.33";"kultura i sztuka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/718412/";"718412";"m. Wrocław";"Program Operacyjny Infrastruktura i Środowisko";"XI.2. Rozwój oraz poprawa stanu infrastruktury kultury o znaczeniu ponadregionalnym";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Rewitalizacja i adaptacja na cele kulturalne byłej KWK Julia - Zadanie 1 projektu PW Stara Kopalnia";"Gmina Wałbrzych";"177980672.57";"50056190.61";"kultura i sztuka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/721777/";"721777";"m. Wałbrzych";"Program Operacyjny Infrastruktura i Środowisko";"XI.1. Ochrona i zachowanie dziedzictwa kulturowego o znaczeniu ponadregionalnym";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Budowa nowego budynku ogólnokształcącej szkoły muzycznej I i II st. im. Karola Szymanowskiego we Wrocławiu";"Ogólnokształcąca Szkoła Muzyczna I i II stopnia im. Karola Szymanowskiego";"54103472.14";"45277035.96";"kultura i sztuka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/709676/";"709676";"m. Wrocław";"Program Operacyjny Infrastruktura i Środowisko";"XI.3. Rozwój infrastruktury szkolnictwa artystycznego";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Rozbudowa Akademii Sztuk Pięknych we Wrocławiu. Centrum Sztuk Uzytkowych. Centrum Innowacyjnosci.";"Akademia Sztuk Pięknych we Wrocławiu";"53545845.96";"38796594.35";"kultura i sztuka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/709479/";"709479";"m. Wrocław";"Program Operacyjny Infrastruktura i Środowisko";"XI.3. Rozwój infrastruktury szkolnictwa artystycznego";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Rozbudowa Akademii Muzycznej we Wrocławiu – Budowa Sali muzyczno dydaktycznej wraz z infrastrukturą.";"Akademia Muzyczna im. Karola Lipińskiego we Wrocławiu";"49489938.26";"30565043.44";"kultura i sztuka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/718594/";"718594";"m. Wrocław";"Program Operacyjny Infrastruktura i Środowisko";"XI.3. Rozwój infrastruktury szkolnictwa artystycznego";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Przebudowa, rozbudowa i częściowa nadbudowa budynku Państwowej Wyższej Szkoły Teatralnej we Wrocławiu";"Państwowa Wyższa Szkoła Teatralna im. Ludwika Solskiego w Krakowie";"43847155.23";"25481514.71";"kultura i sztuka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/681446/";"681446";"m. Wrocław";"Program Operacyjny Infrastruktura i Środowisko";"XI.3. Rozwój infrastruktury szkolnictwa artystycznego";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Rewaloryzacja i przebudowa budynku przy ul. Katedralnej 4, pl. Kościelny 4 we Wrocławiu";"Archidiecezja Wrocławska";"19567221.71";"13694842.32";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/659408/";"659408";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Modernizacja sceny im. J. Grzegorzewskiego w Teatrze Polskim we Wrocławiu wraz z zakupem niezbędnego sprzętu";"Teatr Polski we Wrocławiu";"23962105.27";"13417943.0";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/706448/";"706448";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"„Zespół pocysterski w Jeleniej Górze-Cieplicach”";"Miasto Jelenia Góra";"16529115.71";"10894197.39";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/712514/";"712514";"m. Jelenia Góra";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Rewitalizacja Zespołu Zabytkowej Architektury Klinik Akademii Medycznej we Wrocławiu";"Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu";"12024981.2";"8004145.4";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/704310/";"704310";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Przebudowa poddasza nieużytkowego Muzeum Narodowego we Wrocławiu na prezentację kolekcji sztuki współczesnej Muzeum Narodowego we Wrocławiu z uwzględnieniem dużego zespołu prac Magdaleny Abakanowicz";"Muzeum Narodowe we Wrocławiu";"13278882.11";"6308967.83";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/669466/";"669466";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Promocja Dolnego Śląska";"Województwo Dolnośląskie";"8909331.84";"6236532.29";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/689975/";"689975";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.5. Działania wspierające infrastrukturę turystyczną i kulturową";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Roztańczone pogranicze. Modernizacja infrastruktury kulturowej w Sanoku i Medzilaborcach./Roztancované pohraničie. Modernizácia kultúrnej infraštruktúry v Sanoku a Medzilaborciach.";"Gmina Miasta Sanoka";"7291031.61";"6197376.8";"kultura i sztuka, współpraca międzynarodowa";"TAK";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie, podkarpackie";"https://mapadotacji.gov.pl/projekty/639042/";"639042";"oleśnicki";"Program Operacyjny Współpracy Transgranicznej Rzeczpospolita Polska - Republika Słowacka 2007-2013";"2.2. Ochrona dziedzictwa kulturowego i przyrodniczego";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Poprawa standardu infrastruktury bezpieczeństwa, jako element wzmocnienia potencjału turystycznego Dolnego Śląska";"Komenda Wojewódzka Policji we Wrocławiu";"8922136.44";"5941759.72";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/702056/";"702056";"jeleniogórski";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.5. Działania wspierające infrastrukturę turystyczną i kulturową";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Przebudowa i rozbudowa (rekompozycja) budynku klasztornego Sióstr Szkolnych De Notre Dame, Wrocław ul. Św. Marcina 12";"Zgromadzenie Sióstr Szkolnych De Notre Dame, Dom Zakonny";"10234907.52";"5819941.89";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/706162/";"706162";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Kaplica Hochberga przy Kościele św. Wincentego i Jakuba we Wrocławiu";"Diecezja Wrocławsko-Gdańska Kościoła Greckokatolickiego";"8238605.11";"5672858.83";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/692392/";"692392";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Kampania promująca Dolny Śląsk w latach 2010-2012";"Województwo Dolnośląskie";"7652649.18";"5341952.34";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/697078/";"697078";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.5. Działania wspierające infrastrukturę turystyczną i kulturową";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Renowacja neoklasycystycznego budynku Urzędu Miejskiego Wrocławia znajdującego się we Wrocławiu przy pl. Nowy Targ 1/8";"Gmina Wrocław";"8874454.61";"4933813.94";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/727719/";"727719";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Dolnośląskie Centrum Filmowe (przebudowa Kina „Warszawa” we Wrocławiu)";"ODRA-FILM";"18563090.18";"4933684.72";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/693671/";"693671";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"MODERNIZACJA I ROZBUDOWA MUZEUM KARKONOSKIEGO W JELENIEJ GÓRZE";"Muzeum Karkonoskie w Jeleniej Górze";"9612443.02";"4924304.45";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/685990/";"685990";"m. Jelenia Góra";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Dom Śląskiego Aptekarza";"Akademia Medyczna im. Piastów Śląskich we Wrocławiu";"6588579.38";"4607095.07";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/679821/";"679821";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"„Przebudowa i rewaloryzacja zespołu poklasztornego w Głębowicach, gmina Wińsko, powiat wołowski, woj. dolnośląskie”";"Parafia Rzymsko-Katolicka p.w. Najświętszej Maryi Panny z Góry Karmel w Głębowicach";"6556461.27";"4548933.51";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/715808/";"715808";"wołowski";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Rozbudowa i modernizacja Teatru Zdrojowego im. M. Ćwiklińskiej w Polanicy - Zdroju na potrzeby Międzynarodowego Centrum Konferencyjno-Kulturalnego";"Gmina Polanica- Zdrój";"8298348.47";"4485231.19";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/684386/";"684386";"kłodzki";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Rewitalizacja i adaptacja zabytkowego budynku przy ul. Na Grobli 30/32 we Wrocławiu z przeznaczeniem na działalność Instytutu im. Jerzego Grotowskiego wraz z zakupem niezbędnego sprzętu.";"Instytut im. Jerzego Grotowskiego";"14057013.23";"4346861.34";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/663538/";"663538";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Modernizacja Teatru Dramatycznego im. Jerzego Szaniawskiego w Wałbrzychu.";"Teatr Dramatyczny im. Jerzego Szaniawskiego w Wałbrzychu";"8939720.38";"4313415.91";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/672372/";"672372";"m. Wałbrzych";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"„ZOBACZYĆ KRAJOBRAZ – DOTKNĄĆ PRZESZŁOŚĆ” - wykorzystanie potencjału kultury i dziedzictwa przeszłości na terenie Subregionu Karkonosze i Góry Izerskie";"Gmina Miejska Świeradów-Zdrój";"6045034.24";"4040106.6";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/712989/";"712989";"jeleniogórski";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Budowa Systemu Informacji Miejskiej we Wrocławiu";"Gmina Wrocław";"7407853.74";"4011586.83";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/701105/";"701105";"m. Wrocław";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.5. Działania wspierające infrastrukturę turystyczną i kulturową";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
"Modernizacja Zamku Piastowskiego w Legnicy pl. Zamkowy 1";"Województwo Dolnośląskie";"6359952.42";"3426693.45";"kultura i sztuka, turystyka";"NIE";"https://mapadotacji.gov.pl/wp-content/themes/mapa-dotacji/img/projects/thumb2.jpg";"dolnośląskie";"https://mapadotacji.gov.pl/projekty/708988/";"708988";"m. Legnica";"Regionalny Program Operacyjny Województwa Dolnośląskiego";"6.4. Turystyka kulturowa";"Europejski Fundusz Rozwoju Regionalnego";"2007 - 2013";""
